"State","2013_Urbanization","Year","Deaths","Population"
"Louisiana","NonCore (non-metro)",2016,43,182163
"Louisiana","Small Metro",1999,77,387413
"Louisiana","Small Metro",2000,57,388163
"Louisiana","Small Metro",2001,72,389483
"Louisiana","Small Metro",2002,81,391632
"Louisiana","Small Metro",2003,61,394769
"Louisiana","Small Metro",2004,73,397846
"Louisiana","Small Metro",2005,67,400733
"Louisiana","Small Metro",2006,94,406317
"Louisiana","Small Metro",2007,98,409654
"Louisiana","Small Metro",2008,81,413339
"Louisiana","Small Metro",2009,79,417137
"Louisiana","Small Metro",2010,93,419841
"Louisiana","Small Metro",2011,96,421739
"Louisiana","Small Metro",2012,92,422847
"Louisiana","Small Metro",2013,114,425415
"Louisiana","Small Metro",2014,90,428090
"Louisiana","Small Metro",2015,124,430165
"Louisiana","Small Metro",2016,117,431648
"Maine","Medium Metro",1999,57,233766
"Maine","Medium Metro",2000,47,236585
"Maine","Medium Metro",2001,36,240478
"Maine","Medium Metro",2002,49,243060
"Maine","Medium Metro",2003,36,245438
"Maine","Medium Metro",2004,41,247310
"Maine","Medium Metro",2005,60,248318
"Maine","Medium Metro",2006,42,248686
"Maine","Medium Metro",2007,61,249453
"Maine","Medium Metro",2008,49,250180
"Maine","Medium Metro",2009,54,250397
"Maine","Medium Metro",2010,53,249848
"Maine","Medium Metro",2011,74,250778
"Maine","Medium Metro",2012,53,251761
"Maine","Medium Metro",2013,77,252629
"Maine","Medium Metro",2014,64,254520
"Maine","Medium Metro",2015,57,256066
"Maine","Medium Metro",2016,58,257829
"Maine","Micropolitan (non-metro)",2000,11,56746
"Maine","Micropolitan (non-metro)",2001,12,57204
"Maine","Micropolitan (non-metro)",2002,11,57579
"Maine","Micropolitan (non-metro)",2003,13,58051
"Maine","Micropolitan (non-metro)",2004,15,58432
"Maine","Micropolitan (non-metro)",2005,15,58737
"Maine","Micropolitan (non-metro)",2008,12,59464
"Maine","Micropolitan (non-metro)",2009,18,59517
"Maine","Micropolitan (non-metro)",2010,10,59529
"Maine","Micropolitan (non-metro)",2011,19,59350
"Maine","Micropolitan (non-metro)",2012,17,59294
"Maine","Micropolitan (non-metro)",2013,10,59012
"Maine","Micropolitan (non-metro)",2014,17,58969
"Maine","Micropolitan (non-metro)",2015,23,58457
"Maine","Micropolitan (non-metro)",2016,10,58847
"Maine","NonCore (non-metro)",1999,47,205082
"Maine","NonCore (non-metro)",2000,52,205878
"Maine","NonCore (non-metro)",2001,52,206370
"Maine","NonCore (non-metro)",2002,45,207979
"Maine","NonCore (non-metro)",2003,46,209612
"Maine","NonCore (non-metro)",2004,57,210797
"Maine","NonCore (non-metro)",2005,50,211545
"Maine","NonCore (non-metro)",2006,49,212407
"Maine","NonCore (non-metro)",2007,60,212932
"Maine","NonCore (non-metro)",2008,53,212853
"Maine","NonCore (non-metro)",2009,54,212412
"Maine","NonCore (non-metro)",2010,58,212110
"Maine","NonCore (non-metro)",2011,66,211426
"Maine","NonCore (non-metro)",2012,60,210742
"Maine","NonCore (non-metro)",2013,70,210057
"Maine","NonCore (non-metro)",2014,64,209243
"Maine","NonCore (non-metro)",2015,70,208546
"Maine","NonCore (non-metro)",2016,68,208123
"Maine","Small Metro",1999,25,120847
"Maine","Small Metro",2000,24,121100
"Maine","Small Metro",2001,28,121983
"Maine","Small Metro",2002,28,123116
"Maine","Small Metro",2003,13,124732
"Maine","Small Metro",2004,24,125287
"Maine","Small Metro",2005,20,126083
"Maine","Small Metro",2006,26,127350
"Maine","Small Metro",2007,27,127640
"Maine","Small Metro",2008,32,128599
"Maine","Small Metro",2009,29,128570
"Maine","Small Metro",2010,30,128569
"Maine","Small Metro",2011,26,128509
"Maine","Small Metro",2012,39,128481
"Maine","Small Metro",2013,36,128522
"Maine","Small Metro",2014,29,128539
"Maine","Small Metro",2015,36,128188
"Maine","Small Metro",2016,36,127786
"Maryland","Large Central Metro",1999,50,306690
"Maryland","Large Central Metro",2000,49,303687
"Maryland","Large Central Metro",2001,51,298891
"Maryland","Large Central Metro",2002,36,295760
"Maryland","Large Central Metro",2003,40,294014
"Maryland","Large Central Metro",2004,35,291926
"Maryland","Large Central Metro",2005,32,291084
"Maryland","Large Central Metro",2006,57,291262
"Maryland","Large Central Metro",2007,44,291181
"Maryland","Large Central Metro",2008,37,291419
"Maryland","Large Central Metro",2009,38,291380
"Maryland","Large Central Metro",2010,48,292249
"Maryland","Large Central Metro",2011,42,291990
"Maryland","Large Central Metro",2012,43,292794
"Maryland","Large Central Metro",2013,37,293457
"Maryland","Large Central Metro",2014,52,293460
"Maryland","Large Central Metro",2015,36,293073
"Maryland","Large Central Metro",2016,44,288660
"Maryland","Large Fringe Metro",1999,258,1939118
"Maryland","Large Fringe Metro",2000,278,1960534
"Maryland","Large Fringe Metro",2001,242,1999834
"Maryland","Large Fringe Metro",2002,285,2029847
"Maryland","Large Fringe Metro",2003,297,2054571
"Maryland","Large Fringe Metro",2004,294,2076661
"Maryland","Large Fringe Metro",2005,282,2096960
"Maryland","Large Fringe Metro",2006,287,2111048
"Maryland","Large Fringe Metro",2007,292,2121145
"Maryland","Large Fringe Metro",2008,316,2134550
"Maryland","Large Fringe Metro",2009,339,2154187
"Maryland","Large Fringe Metro",2010,301,2172904
"Maryland","Large Fringe Metro",2011,351,2199951
"Maryland","Large Fringe Metro",2012,351,2227142
"Maryland","Large Fringe Metro",2013,346,2250289
"Maryland","Large Fringe Metro",2014,353,2272518
"Maryland","Large Fringe Metro",2015,337,2287659
"Maryland","Large Fringe Metro",2016,346,2294888
"Maryland","Medium Metro",1999,27,142341
"Maryland","Medium Metro",2000,26,143653
"Maryland","Medium Metro",2001,31,145609
"Maryland","Medium Metro",2002,28,147465
"Maryland","Medium Metro",2003,26,149891
"Maryland","Medium Metro",2004,32,152146
"Maryland","Medium Metro",2005,31,154708
"Maryland","Medium Metro",2006,20,157266
"Maryland","Medium Metro",2007,34,159340
"Maryland","Medium Metro",2008,33,160105
"Maryland","Medium Metro",2009,35,160566
"Maryland","Medium Metro",2010,25,161144
"Maryland","Medium Metro",2011,36,161961
"Maryland","Medium Metro",2012,30,163565
"Maryland","Medium Metro",2013,34,164093
"Maryland","Medium Metro",2014,32,163902
"Maryland","Medium Metro",2015,24,163714
"Maryland","Medium Metro",2016,42,164122
"Maryland","Micropolitan (non-metro)",2002,11,30980
"Maryland","Micropolitan (non-metro)",2004,14,31819
"Maryland","Micropolitan (non-metro)",2016,10,32942
"Maryland","NonCore (non-metro)",1999,10,38290
"Maryland","NonCore (non-metro)",2001,17,38536
"Maryland","NonCore (non-metro)",2003,11,39268
"Maryland","NonCore (non-metro)",2004,10,39326
"Maryland","NonCore (non-metro)",2005,11,39701
"Maryland","NonCore (non-metro)",2007,11,40362
"Maryland","NonCore (non-metro)",2013,12,40197
"Maryland","NonCore (non-metro)",2015,11,40094
"Maryland","NonCore (non-metro)",2016,16,40100
"Maryland","Small Metro",1999,13,80538
"Maryland","Small Metro",2000,17,80814
"Maryland","Small Metro",2001,18,81111
"Maryland","Small Metro",2002,16,82243
"Maryland","Small Metro",2003,11,83441
"Maryland","Small Metro",2004,18,85014
"Maryland","Small Metro",2005,19,85844
"Maryland","Small Metro",2006,19,86963
"Maryland","Small Metro",2007,16,88197
"Maryland","Small Metro",2008,19,89063
"Maryland","Small Metro",2009,19,90127
"Maryland","Small Metro",2010,17,91163
"Maryland","Small Metro",2011,18,92340
"Maryland","Small Metro",2012,26,92827
"Maryland","Small Metro",2013,10,92978
"Maryland","Small Metro",2014,16,93087
"Maryland","Small Metro",2015,20,93302
"Maryland","Small Metro",2016,13,93754
"Massachusetts","Large Central Metro",1999,26,332338
"Massachusetts","Large Central Metro",2000,26,332675
"Massachusetts","Large Central Metro",2001,28,337375
"Massachusetts","Large Central Metro",2002,27,338138
"Massachusetts","Large Central Metro",2003,37,336481
"Massachusetts","Large Central Metro",2004,30,333259
"Massachusetts","Large Central Metro",2005,27,330890
"Massachusetts","Large Central Metro",2006,25,330952
"Massachusetts","Large Central Metro",2007,38,333912
"Massachusetts","Large Central Metro",2008,31,338324
"Massachusetts","Large Central Metro",2009,34,344747
"Massachusetts","Large Central Metro",2010,44,347689
"Massachusetts","Large Central Metro",2011,39,352447
"Massachusetts","Large Central Metro",2012,30,359598
"Massachusetts","Large Central Metro",2013,40,365312
"Massachusetts","Large Central Metro",2014,31,370956
"Massachusetts","Large Central Metro",2015,32,376949
"Massachusetts","Large Central Metro",2016,41,379683
"Massachusetts","Large Fringe Metro",1999,190,1842957
"Massachusetts","Large Fringe Metro",2000,158,1853152
"Massachusetts","Large Fringe Metro",2001,202,1868711
"Massachusetts","Large Fringe Metro",2002,208,1873822
"Massachusetts","Large Fringe Metro",2003,183,1874286
"Massachusetts","Large Fringe Metro",2004,196,1871492
"Massachusetts","Large Fringe Metro",2005,209,1869128
"Massachusetts","Large Fringe Metro",2006,198,1871697
"Massachusetts","Large Fringe Metro",2007,232,1878209
"Massachusetts","Large Fringe Metro",2008,218,1890597
"Massachusetts","Large Fringe Metro",2009,245,1905174
"Massachusetts","Large Fringe Metro",2010,278,1914797
"Massachusetts","Large Fringe Metro",2011,260,1930877
"Massachusetts","Large Fringe Metro",2012,261,1949879
"Massachusetts","Large Fringe Metro",2013,238,1966788
"Massachusetts","Large Fringe Metro",2014,286,1984598
"Massachusetts","Large Fringe Metro",2015,273,2000253
"Massachusetts","Large Fringe Metro",2016,295,2007503
"Massachusetts","Medium Metro",1999,85,652440
"Massachusetts","Medium Metro",2000,77,656409
"Massachusetts","Medium Metro",2001,76,661759
"Massachusetts","Medium Metro",2002,91,667624
"Massachusetts","Medium Metro",2003,81,672411
"Massachusetts","Medium Metro",2004,76,674670
"Massachusetts","Medium Metro",2005,96,677518
"Massachusetts","Medium Metro",2006,68,680317
"Massachusetts","Medium Metro",2007,92,682377
"Massachusetts","Medium Metro",2008,96,684640
"Massachusetts","Medium Metro",2009,106,687690
"Massachusetts","Medium Metro",2010,103,689920
"Massachusetts","Medium Metro",2011,104,692199
"Massachusetts","Medium Metro",2012,119,696828
"Massachusetts","Medium Metro",2013,104,699126
"Massachusetts","Medium Metro",2014,114,701870
"Massachusetts","Medium Metro",2015,125,706414
"Massachusetts","Medium Metro",2016,103,706327
"Massachusetts","Micropolitan (non-metro)",2005,10,42762
"Massachusetts","Micropolitan (non-metro)",2012,11,43424
"Massachusetts","Micropolitan (non-metro)",2016,11,42805
"Massachusetts","Small Metro",1999,21,168299
"Massachusetts","Small Metro",2000,21,169746
"Massachusetts","Small Metro",2001,25,170176
"Massachusetts","Small Metro",2002,26,170729
"Massachusetts","Small Metro",2003,22,171012
"Massachusetts","Small Metro",2004,34,170421
"Massachusetts","Small Metro",2005,17,168984
"Massachusetts","Small Metro",2006,24,168111
"Massachusetts","Small Metro",2007,38,167516
"Massachusetts","Small Metro",2008,42,166531
"Massachusetts","Small Metro",2009,32,165955
"Massachusetts","Small Metro",2010,36,166023
"Massachusetts","Small Metro",2011,33,165628
"Massachusetts","Small Metro",2012,35,165384
"Massachusetts","Small Metro",2013,30,164851
"Massachusetts","Small Metro",2014,31,164665
"Massachusetts","Small Metro",2015,36,163929
"Massachusetts","Small Metro",2016,34,163768
"Michigan","Large Central Metro",1999,203,1272937
"Michigan","Large Central Metro",2000,189,1271551
"Michigan","Large Central Metro",2001,203,1266880
"Michigan","Large Central Metro",2002,201,1260010
"Michigan","Large Central Metro",2003,198,1252774
"Michigan","Large Central Metro",2004,193,1242087
"Michigan","Large Central Metro",2005,184,1232671
"Michigan","Large Central Metro",2006,213,1220071
"Michigan","Large Central Metro",2007,197,1205852
"Michigan","Large Central Metro",2008,220,1188552
"Michigan","Large Central Metro",2009,208,1176676
"Michigan","Large Central Metro",2010,184,1169263
"Michigan","Large Central Metro",2011,195,1164582
"Michigan","Large Central Metro",2012,190,1163440
"Michigan","Large Central Metro",2013,211,1159486
"Michigan","Large Central Metro",2014,220,1157823
"Michigan","Large Central Metro",2015,205,1159309
"Michigan","Large Central Metro",2016,217,1158346
"Michigan","Large Fringe Metro",1999,204,1342157
"Michigan","Large Fringe Metro",2000,202,1352565
"Michigan","Large Fringe Metro",2001,217,1369710
"Michigan","Large Fringe Metro",2002,230,1377325
"Michigan","Large Fringe Metro",2003,220,1387205
"Michigan","Large Fringe Metro",2004,240,1395941
"Michigan","Large Fringe Metro",2005,215,1400874
"Michigan","Large Fringe Metro",2006,250,1404914
"Michigan","Large Fringe Metro",2007,247,1403027
"Michigan","Large Fringe Metro",2008,264,1401359
"Michigan","Large Fringe Metro",2009,271,1399964
"Michigan","Large Fringe Metro",2010,272,1399470
"Michigan","Large Fringe Metro",2011,301,1404176
"Michigan","Large Fringe Metro",2012,313,1414045
"Michigan","Large Fringe Metro",2013,292,1426593
"Michigan","Large Fringe Metro",2014,298,1435515
"Michigan","Large Fringe Metro",2015,328,1443955
"Michigan","Large Fringe Metro",2016,293,1449361
"Michigan","Medium Metro",1999,111,761936
"Michigan","Medium Metro",2000,124,766380
"Michigan","Medium Metro",2001,123,773990
"Michigan","Medium Metro",2002,135,779681
"Michigan","Medium Metro",2003,113,785317
"Michigan","Medium Metro",2004,130,789325
"Michigan","Medium Metro",2005,143,791648
"Michigan","Medium Metro",2006,128,792408
"Michigan","Medium Metro",2007,142,791940
"Michigan","Medium Metro",2008,145,787808
"Michigan","Medium Metro",2009,144,787140
"Michigan","Medium Metro",2010,154,788115
"Michigan","Medium Metro",2011,151,788744
"Michigan","Medium Metro",2012,148,789577
"Michigan","Medium Metro",2013,140,791743
"Michigan","Medium Metro",2014,165,794082
"Michigan","Medium Metro",2015,176,796485
"Michigan","Medium Metro",2016,167,801132
"Michigan","Micropolitan (non-metro)",1999,93,551032
"Michigan","Micropolitan (non-metro)",2000,91,555819
"Michigan","Micropolitan (non-metro)",2001,123,560532
"Michigan","Micropolitan (non-metro)",2002,123,564925
"Michigan","Micropolitan (non-metro)",2003,98,568754
"Michigan","Micropolitan (non-metro)",2004,117,572566
"Michigan","Micropolitan (non-metro)",2005,114,574631
"Michigan","Micropolitan (non-metro)",2006,118,576689
"Michigan","Micropolitan (non-metro)",2007,108,577792
"Michigan","Micropolitan (non-metro)",2008,126,577470
"Michigan","Micropolitan (non-metro)",2009,105,573945
"Michigan","Micropolitan (non-metro)",2010,137,573796
"Michigan","Micropolitan (non-metro)",2011,132,574142
"Michigan","Micropolitan (non-metro)",2012,144,572973
"Michigan","Micropolitan (non-metro)",2013,124,573067
"Michigan","Micropolitan (non-metro)",2014,156,574279
"Michigan","Micropolitan (non-metro)",2015,139,574173
"Michigan","Micropolitan (non-metro)",2016,137,573986
"Michigan","NonCore (non-metro)",1999,85,344868
"Michigan","NonCore (non-metro)",2000,73,348242
"Michigan","NonCore (non-metro)",2001,84,350655
"Michigan","NonCore (non-metro)",2002,94,351773
"Michigan","NonCore (non-metro)",2003,82,352933
"Michigan","NonCore (non-metro)",2004,84,353157
"Michigan","NonCore (non-metro)",2005,91,352490
"Michigan","NonCore (non-metro)",2006,93,351799
"Michigan","NonCore (non-metro)",2007,88,350130
"Michigan","NonCore (non-metro)",2008,84,346721
"Michigan","NonCore (non-metro)",2009,104,342905
"Michigan","NonCore (non-metro)",2010,100,341834
"Michigan","NonCore (non-metro)",2011,83,340139
"Michigan","NonCore (non-metro)",2012,99,338149
"Michigan","NonCore (non-metro)",2013,120,336994
"Michigan","NonCore (non-metro)",2014,99,335869
"Michigan","NonCore (non-metro)",2015,110,334575
"Michigan","NonCore (non-metro)",2016,114,333480
"Michigan","Small Metro",1999,95,576416
"Michigan","Small Metro",2000,108,578538
"Michigan","Small Metro",2001,98,580064
"Michigan","Small Metro",2002,115,581825
"Michigan","Small Metro",2003,114,583648
"Michigan","Small Metro",2004,111,584310
"Michigan","Small Metro",2005,128,584503
"Michigan","Small Metro",2006,128,583579
"Michigan","Small Metro",2007,123,581508
"Michigan","Small Metro",2008,120,579080
"Michigan","Small Metro",2009,96,576623
"Michigan","Small Metro",2010,138,575636
"Michigan","Small Metro",2011,124,574162
"Michigan","Small Metro",2012,114,572327
"Michigan","Small Metro",2013,128,571401
"Michigan","Small Metro",2014,124,570895
"Michigan","Small Metro",2015,150,569651
"Michigan","Small Metro",2016,135,568441
"Minnesota","Large Central Metro",1999,111,790641
"Minnesota","Large Central Metro",2000,126,795857
"Minnesota","Large Central Metro",2001,121,801301
"Minnesota","Large Central Metro",2002,109,799131
"Minnesota","Large Central Metro",2003,104,796032
"Minnesota","Large Central Metro",2004,118,792560
"Minnesota","Large Central Metro",2005,133,790136
"Minnesota","Large Central Metro",2006,124,791078
"Minnesota","Large Central Metro",2007,119,796096
"Minnesota","Large Central Metro",2008,143,801688
"Minnesota","Large Central Metro",2009,129,808927
"Minnesota","Large Central Metro",2010,118,812826
"Minnesota","Large Central Metro",2011,140,824940
"Minnesota","Large Central Metro",2012,147,835815
"Minnesota","Large Central Metro",2013,129,846101
"Minnesota","Large Central Metro",2014,152,856026
"Minnesota","Large Central Metro",2015,154,865223
"Minnesota","Large Central Metro",2016,151,872702
"Minnesota","Large Fringe Metro",1999,78,638691
"Minnesota","Large Fringe Metro",2000,83,652231
"Minnesota","Large Fringe Metro",2001,93,673628
"Minnesota","Large Fringe Metro",2002,106,689106
"Minnesota","Large Fringe Metro",2003,112,704195
"Minnesota","Large Fringe Metro",2004,104,719315
"Minnesota","Large Fringe Metro",2005,118,733335
"Minnesota","Large Fringe Metro",2006,113,748032
"Minnesota","Large Fringe Metro",2007,128,759221
"Minnesota","Large Fringe Metro",2008,135,767297
"Minnesota","Large Fringe Metro",2009,129,773560
"Minnesota","Large Fringe Metro",2010,145,778181
"Minnesota","Large Fringe Metro",2011,160,786659
"Minnesota","Large Fringe Metro",2012,153,793230
"Minnesota","Large Fringe Metro",2013,159,801139
"Minnesota","Large Fringe Metro",2014,148,808802
"Minnesota","Large Fringe Metro",2015,166,815294
"Minnesota","Large Fringe Metro",2016,161,822231
"Minnesota","Medium Metro",1999,23,114300
